Total income from operations,Employees cost,depreciat,Other expenses,"P/l before other inc. , int., excpt. items & tax",Other income,"P/l before int., excpt. items & tax",Interest,P/l before exceptional items & tax,Tax,Net profit/(loss) for the period
8.79,4.27,0.1,1.3,1.29,0.05,1.35,0.34,1,0.03,0.97
8.92,4.24,0.04,1.33,1.72,-0.16,1.55,0.64,0.92,-0.08,1
8.95,4.66,0.2,1.48,1.63,0.01,1.64,0.36,1.28,0.09,1.19
9.41,4.96,0.19,1.29,1.92,0.01,1.93,0.38,1.55,0.06,1.49
9.72,5.14,0.23,1.19,2.03,0,2.04,0.4,1.64,-0.02,1.65
11.83,7.33,0.32,1.65,2.53,0.49,3.02,0.36,2.66,0.84,1.82
13.16,8.49,0.34,0.77,3.57,0.06,3.63,0.74,2.89,0.89,2
18.7,8.72,0.36,2.33,3.88,0.01,3.89,0.57,3.32,0.78,2.53
16.92,9.57,0.39,2.56,3.13,0.3,3.44,0.54,2.89,0.69,2.2
17.77,10.45,0.41,3.02,3.44,0.17,3.61,0.46,3.15,0.79,2.37
18.23,10.88,0.36,2.7,3.77,0.02,3.79,0.54,3.24,0.79,2.46
19.19,11.79,0.4,3.28,3.77,0,3.77,0.52,3.24,0.77,2.47
21.3,12.26,0.66,4.72,3.58,0,3.58,0.49,3.09,1.97,1.11
22.3,11.6,0.52,4.18,3.52,0.14,3.66,0.7,2.96,0.75,2.21
22.97,11.8,0.53,5.49,3.55,0.47,4.03,1.04,2.99,0.74,2.24
46.41,12.48,0.54,4.82,4.92,0.7,5.63,1.21,4.42,1.01,3.41
30.87,12.23,0.58,6.78,3.84,0.8,4.64,0.93,3.71,1.71,2
20.05,12.36,0.52,4.05,3.09,0.85,3.94,0.99,2.95,0.66,2.3
23.89,13.29,0.54,5.54,2.81,1,3.81,1.04,2.78,0.55,2.23
40.9,14.2,0.55,4.2,2.96,1.37,4.33,1.24,3.09,0.79,2.3
26.33,15.09,0.67,6.75,2.92,0.52,3.44,0.73,2.71,1.09,1.63
24.13,14.98,1.54,3.87,3.34,0.52,3.86,1.27,2.59,0.61,1.97
26.67,16.52,1.59,4.69,3.88,0.41,4.29,1.25,3.04,0.73,2.31
33.61,17.01,1.6,10.3,4.34,0.65,4.99,1.24,3.76,0.76,2.99
42.39,17.54,1.61,1.52,4.65,2.13,6.79,1.33,5.45,1.47,3.98
22.99,14.93,1.55,3.44,3.07,1.07,4.14,1.38,2.76,0.87,1.89
25.38,15.29,1.58,2.48,3.75,0.59,4.34,1.5,2.84,0.8,2.04
26.4,17.18,1.37,2.52,4.1,1.13,5.23,1.58,3.65,0.8,2.85
44.48,19.45,1.26,5.4,7.26,0.3,7.56,1.51,6.05,1.79,4.26
25.61,18.37,1.16,2.38,3.55,0.27,3.82,1.1,2.72,0.8,1.93
32.27,19.31,1.2,2.87,4.63,0.16,4.79,1.12,3.67,0.9,2.77
31.81,19.66,1.28,2.84,4.4,0.48,4.88,1.12,3.76,0.9,2.86
33.49,28.07,1.33,4.41,5.26,0.12,5.38,1.02,4.36,1.03,3.34
37.59,27.97,1.37,3.81,4.44,0.32,4.76,1.31,3.44,0.8,2.64
41.96,29.55,1.42,6.43,4.52,0.66,5.19,1.31,3.87,0.77,3.13
44.68,31,1.49,7.29,4.9,0.43,5.33,1.37,3.96,0.8,3.2
46.62,33.83,1.69,8.13,2.68,0.82,3.5,1.47,2.03,1.53,0.51
43.63,31.25,1.64,5.28,5.46,0.22,5.68,1.76,3.92,0.8,3.12
41.68,27.2,1.66,7.55,5.27,0.24,5.5,1.86,3.64,0.85,2.79
46.31,35.32,1.73,5.05,4.21,0.24,4.45,2.06,2.39,0.75,1.64
53.1,35.09,2.03,10.61,5.36,0.4,5.77,2.04,3.73,1.33,2.4
46.7,31.22,1.91,7.8,5.77,0.17,5.93,1.77,4.16,0.8,3.36
49.05,32.56,1.94,8.15,6.4,0.29,6.69,2.29,4.4,0.85,3.55
9.47,2.32,1.02,5.02,-0.14,0.55,0.4,0.79,-0.39,-0.01,-0.38
9.15,2.45,1.02,5.55,-0.42,0.84,0.42,0.77,-0.35,0,-0.35
8.14,2.35,0.99,4.57,-0.46,0.19,-0.27,0.69,-0.96,-0.4,-0.56
4.61,2.34,0.88,1.98,-0.74,0.32,-0.43,0.96,-1.39,0,-1.39
5.7,2.42,0.89,2.3,-0.27,0.83,0.56,0.85,-0.28,-0.04,-0.24
3.91,2.32,0.89,2.67,-3.09,0.49,-2.6,1.06,-3.65,-0.06,-3.67
7.19,2.22,1.51,6.85,-3.65,-0.04,-3.69,0.53,-4.22,-0.23,-4.05
5.38,2.09,0.8,2.2,-2.67,0.45,-2.23,0.9,-3.13,0,-3.13
4.82,2.07,0.81,2.59,-3.32,0.79,-2.54,0.93,-3.47,-0.17,-3.31
0.87,1.4,0.81,1.62,-2.03,0.37,-1.66,0.91,-2.56,-0.03,-2.54
1.07,1.71,0.79,1.85,-3.66,0.48,-3.18,1.27,-4.45,-0.13,-4.32
1.64,1.11,0.67,1.16,-1.91,0.24,-1.67,1.13,-2.8,0,-2.8
0.51,1.63,0.66,1.2,-3.95,0.25,-3.7,0.85,-4.55,0.04,-4.59
1.86,1.32,0.62,3.95,-8.5,0.49,-8.01,1.02,-9.03,5.28,8.44
8.29,1.25,0.61,9.15,-9.4,0.96,-8.44,0.46,-8.9,-3.16,-4.96
3.22,1.24,0.56,2.19,-0.9,0.12,-0.78,1.52,-2.3,-0.08,-2.22
1.88,1.19,0.56,2.69,-2.68,0.22,-2.47,0.52,-2.99,-0.1,-2.89
3.27,1.19,0.57,2.86,-2.21,0.19,-2.03,0.67,-2.7,-0.1,-2.61
4.93,1.24,0.56,8.79,-6.71,0.19,-6.52,0.47,-6.99,-0.29,-6.7
0.64,1.16,0.42,1.97,-2.85,0.29,-2.56,0.55,-3.11,-0.07,-3.05
2.85,1.22,0.51,1.37,-2.03,0.7,-1.33,0.7,-2.03,-0.08,-4.45
0.83,1.04,0.51,14.88,-15.74,0.13,-15.61,0.65,-16.26,0.21,-7.04
3.15,1.08,0.59,0.39,-1.51,0.36,-1.15,0.38,-1.54,-0.32,-6.05
9.45,1.02,0.44,2.08,-0.6,0.14,-0.46,0.5,-0.96,-0.12,-0.77
3.37,1.06,0.43,1.22,-1.85,0.82,-1.03,0.4,-1.43,-0.12,-1.32
1.15,1.15,0.44,1.15,-1.95,0.41,-1.55,0.23,-1.78,-0.12,13.75
0.65,1.17,0.41,2.97,-4.55,1.41,-3.14,0.15,-3.29,0.31,-3.6
0.54,1.13,0.38,0.77,-1.75,0.2,-1.55,0.18,-1.73,0.15,-1.88
0.83,1.15,0.39,1.04,0.29,0.3,0.59,0.21,0.39,0.03,0.36
2.69,1.26,0.4,1.3,0.58,0.18,0.76,0.42,0.34,-0.23,0.56
11.53,1.36,0.39,2.45,0.42,1.12,1.54,0.11,1.43,0.1,1.33
1.45,1.41,0.39,1.87,-2.93,0.22,-2.7,0.52,-3.22,0.05,-3.28
2.8,1.42,0.32,1.28,-2.03,0.2,-1.83,0.85,-2.68,0.09,-2.77
0.34,1.45,0.45,0.89,-2.6,1.01,-1.58,0.49,-2.07,0.11,-2.18
0.76,1.5,0.28,1.87,-3.62,0.34,-3.28,0.54,-3.82,0.1,-8.35
0.91,1.34,0.32,1.23,-2.76,0.22,-2.54,0.45,-2.98,0.03,-3.02
0.41,1.79,0.36,1.8,-3.94,0.35,-3.58,0.45,-4.04,0.09,-4.12
0.26,1.98,0.35,1.51,-4.78,0.45,-4.33,0.78,-5.12,0.18,-5.3
0.43,2.39,1.36,5.08,-7.23,0.28,-6.95,0.3,-7.25,0.18,-7.42
0.96,2.33,0.62,2.73,-1.23,0.64,-0.59,0.2,-0.79,0.08,-0.86
0.82,2.57,0.56,3.05,-3.89,0.42,-3.48,0.35,-3.83,0.43,-4.26
8.57,2.98,0.63,4.2,-2.91,0.68,-2.23,1.22,-3.45,0.05,-3.5
8.94,3.51,0.53,6.8,-12.24,0.28,-11.96,0.47,-12.42,-0.65,-11.77
28.68,3.47,0.63,4.67,4.41,0.46,4.87,0.98,3.88,-0.14,4.02
41.16,3.62,0.65,1.72,9.74,0.49,10.23,3,7.23,-0.02,7.25
143.92,84.05,6.58,41.44,11.85,1.58,13.43,0.12,13.31,3.97,9.88
150.12,86.38,6.61,44.15,12.98,6.27,19.25,0.05,19.2,3.91,2.04
155.66,90.24,6.38,48.68,10.36,6.66,17.02,0.08,16.94,5.27,17.76
166.75,92.88,6.36,52.47,15.04,12,27.04,0.1,26.94,4.23,22.72
172.66,100.63,6.61,60.35,5.07,4.24,9.31,0.07,9.24,2.76,13.06
170.15,93.19,7.67,49.41,19.88,0.21,20.09,0.02,20.07,-1.36,20.86
106.68,51.25,5.5,37.7,12.23,5.53,17.76,0.07,17.69,5.26,10.8
92.85,53.89,3.16,35.77,0.03,3.78,3.81,0.04,3.77,1.27,1.91
98.3,56.74,3.09,36,2.47,2.13,4.6,0.02,4.58,1.67,2.96
80.84,53.08,3.14,31.9,-7.28,5.03,-2.25,0.11,-2.36,-0.69,-2.3
54.42,23.08,2.87,12.17,16.3,2.98,19.28,0.03,19.25,4.11,15.14
49.8,25.63,3.23,15.63,5.31,2.15,7.46,0.02,7.44,2.66,4.78
32.92,26.17,2.97,8.81,-5.03,3.75,-1.28,0.06,-1.34,-0.85,-0.49
34.64,23.05,2.97,6.92,1.7,2.38,4.08,0.06,4.02,-5.21,5.83
38.94,25.83,2.91,7.98,2.22,9.09,11.31,0.03,11.28,2.51,8.77
39.95,29.09,2.85,8.03,-0.02,3.27,3.25,0.04,3.21,1.06,2.15
42.9,30.16,2.78,8.47,1.49,7.74,9.23,0.05,9.18,2.76,6.42
40.53,28.59,2.65,8.68,0.61,3.13,3.74,0.07,3.67,5.27,-1.6
47.38,32.61,2.9,9.61,2.26,9.08,11.34,0.08,11.26,2.5,8.76
48.08,35.16,3.51,7.04,2.37,7.93,10.3,0.06,10.24,3.1,7.14
48.85,34.15,2.79,8.35,3.56,12.93,16.49,0.04,16.45,3.75,12.7
45.14,32.61,2.88,12.99,-3.34,4.65,1.31,0.09,1.22,-0.71,1.93
44.16,29.68,2.96,10.93,0.59,3.99,4.58,0.1,4.48,1.39,3.09
36.6,30.81,2.81,8.07,-5.09,12.69,7.6,0.07,7.53,0.15,2.85
40.6,30.23,2.57,6.43,1.37,7.06,8.43,0.12,8.31,10.21,-1.9
42.11,35.94,2.64,5.88,-2.35,4.09,1.74,0.12,1.62,-1.07,-4.31
58.83,41.75,2.43,9.43,5.22,3.6,8.82,0.25,8.57,3.03,5.54
59.56,44.63,2.69,7.82,4.42,5.89,10.31,0.1,10.21,4.91,5.3
67.59,45.15,3.1,8.14,11.2,8.49,19.69,0.1,19.59,5.41,15.52
70.43,49.55,3.55,11.78,5.55,3.47,9.02,0.17,8.85,3.34,-0.13
81.04,50.5,2.95,11,16.59,5.66,22.25,0.06,22.19,10.72,19.08
82.92,59.93,2.64,13.59,6.76,1.81,8.57,0.08,8.49,-5.66,14.15
97.54,62.78,2.96,18.19,13.61,8.45,22.06,0,22.06,5.63,16.43
114.54,81.87,3.98,10.77,17.92,2.97,20.89,1.36,19.53,5.16,14.37
119.7,79.9,2.37,43.42,-5.99,4.6,-1.39,1,-2.39,-1.04,-1.35
12.08,8.3,0.62,2.18,0.98,0.67,1.65,1.21,0.44,0,0.44
17.53,4.2,0.94,9.13,3.26,2.66,5.92,0.98,4.94,0.15,1.59
14.21,4.19,0.77,2,1.11,-0.26,0.85,0.61,0.24,0.09,0.15
10.83,6.6,0.79,2.16,0.89,-0.09,0.8,0.63,0.17,-0.1,0.27
10.23,3.83,0.57,1.74,0.87,-0.03,0.84,0.67,0.17,-0.01,0.18
7.56,5.07,0.43,1.72,0.11,0.3,0.41,0.67,-0.26,0,-0.26
10.54,4.44,0.48,2.93,-0.24,0.79,0.55,0.58,-0.03,-0.48,0.29
7.57,3.57,0.15,1.89,0.54,0.2,0.74,0.61,0.13,-0.15,0.28
7.46,3.64,0.16,2.32,0.45,0.23,0.68,0.53,0.15,0,0.15
6.66,3.68,0.17,2.3,0.23,0.19,0.42,0.57,-0.15,-0.14,-0.01
8.35,3.87,0.16,2.19,1.24,0.24,1.48,0.69,0.79,0.77,0.02
6.51,3.57,0.12,2.03,0.79,0.06,0.85,0.51,0.34,0.11,0.23
8.14,3.74,0.16,2.98,0.41,7.35,7.76,0.21,7.56,0,7.56
12.66,4.02,0.17,3.07,-1.52,-0.03,-1.55,0.54,-2.09,0,-2.09
3.74,4.59,0.22,1.69,-4.27,-0.49,-4.76,0.56,-5.32,-0.62,-4.7
4.61,3.99,0.2,1.65,-2.03,0.34,-1.69,0.73,-2.42,0,-2.42
2.93,3.98,0.21,1.76,-3.01,0.22,-2.79,0.84,-3.63,0,-3.63
14.6,3.9,0.21,1.4,1.01,0.15,1.16,0.73,0.43,0,0.43
6.38,4.02,0.05,1.48,0.72,0.28,1,0.92,0.08,0,0.08
3.59,3.3,0.11,1.53,-1.44,1.66,0.22,0.8,-0.59,0,-0.59
3.04,3.22,0.12,2.35,-2.69,1.19,-1.49,0.83,-2.32,0,-2.32
1.86,2.35,0.12,2.56,-3.32,0.25,-3.06,0.83,-3.89,0,-3.89
15.15,2.67,0.63,8.84,0.93,7.91,8.84,1.27,7.57,0.37,7.21
4.43,2.07,0.86,1.12,0.04,1.03,1.07,0.84,0.24,0,0.24
4.28,1.97,0.85,2.16,-0.87,2,1.12,1.03,0.1,0,0.1
4.99,2.17,0.82,2.22,-0.53,1.87,1.34,1.01,0.33,0,0.33
6.65,1.55,0.92,4.94,-0.96,1.61,0.65,0.8,-0.15,-0.04,-0.11
4.5,2.01,0.94,1.25,0.23,1.48,1.72,0.64,1.07,0,1.07
4.04,2.08,0.82,1.3,-0.22,1.27,1.05,0.76,0.29,0,0.29
3.94,2.13,0.83,1.26,-0.4,1.29,0.89,0.69,0.2,0.09,0.11
3.98,2.35,0.84,2.94,-2.36,2.82,0.46,0.65,-0.18,-0.1,-0.08
3.95,2.32,0.78,1.7,-0.89,3.77,2.88,0.58,2.3,0,2.3
3.8,2.56,0.8,3.78,-3.41,4.98,1.57,0.42,1.15,0,1.15
3.85,2.68,0.79,2.18,-1.87,3.77,1.9,0.39,1.51,0,1.51
1.97,2.15,0.9,5,-6.25,8.01,1.76,0.73,1.03,0,2.08
0,0.3,0.62,5.72,-6.64,11.31,4.67,2.4,2.28,0,2.28
0,0.44,0.66,2.93,-4.03,11.43,7.4,3.5,3.9,0,3.9
1.22,0.36,0.14,0.97,-0.25,1.06,0.81,0.04,0.77,0,0.77
1.44,0.5,0.09,2.25,-1.4,0.64,-0.76,0.03,-0.79,-0.06,-0.73
1.22,0.35,0.1,0.91,-0.15,0.06,-0.09,0.05,-0.14,0,-0.14
1.39,0.36,0.07,0.98,-0.02,0.06,0.04,0.02,0.02,0,0.02
1.47,0.36,0.07,1.07,-0.02,0.07,0.05,0.02,0.02,0,0.02
1.56,0.41,0.14,1.15,-0.14,0.54,0.4,0.03,0.37,-0.03,0.39
1.56,0.34,0.08,1.11,0.03,0.1,0.12,0.03,0.09,0,0.09
1.59,0.37,0.08,1.1,0.04,0.09,0.13,0.03,0.1,0,0.1
1.81,0.38,0.08,0.96,0.39,0.09,0.47,0.05,0.42,0,0.42
1.83,0.5,0.11,1.05,0.17,0.58,0.75,0.09,0.67,0.01,0.66
1.77,0.41,0.08,0.97,0.32,0.24,0.55,0.06,0.49,0,0.49
2.49,0.43,0.08,1.04,0.94,0.26,1.2,0.06,1.14,0,1.14
2.59,0.41,0.08,1.13,0.98,0.3,1.28,0.11,1.17,0,1.17
2.48,0.45,0.14,1.32,0.57,0.52,1.09,0.17,0.92,0.86,0.06
2.79,0.4,0.1,1.36,0.93,0.34,1.27,0.22,1.05,0,1.05
2.53,0.4,0.14,1.08,0.9,0.41,1.31,0.2,1.11,2.02,-0.91
3.44,0.44,0.08,1.33,1.59,0,1.59,0.22,1.37,0.35,1.02
3.33,0.5,0.3,1.61,0.92,0,0.92,0.33,0.58,0.81,-0.22
2.88,0.43,0.14,1.03,1.28,0,1.28,0.33,0.95,0.26,0.68
4.92,0.45,0.24,1.39,2.84,0,2.84,0.44,2.4,0.63,1.77
3.39,0.5,0.24,1.26,1.4,0,1.4,0.34,1.06,0.31,0.75
3.64,0.58,0.29,1.41,1.37,0,1.37,0.38,0.99,0.32,0.67
4.32,0.58,0.25,0.68,2.1,0,2.1,0.33,1.77,0.37,1.4
3.9,0.6,0.24,1.57,0.83,0,0.83,0.32,0.51,0.21,0.3
7.78,0.56,0.24,5.75,1.22,0,1.22,0.26,0.96,0.29,0.71
13.38,0.2,0.08,0.99,0.05,0.18,0.22,0.34,-0.12,-0.22,0.1
2.41,0.31,0.14,0.31,0.64,0,0.65,0.28,0.37,0.11,0.26
1.7,0.31,0.15,1.09,0.15,0.03,0.18,0.42,-0.24,-0.09,-0.15
2.23,0.32,0.17,0.45,0.73,0.02,0.75,0.43,0.32,0.18,0.55
1.46,0.56,0.71,0.7,-1.22,0.01,-1.21,0.15,-1.37,0.82,-2.19
2.43,0.41,0.23,0.39,0.72,0.02,0.74,0.35,0.39,0.09,0.3
2.5,0.43,0.2,0.4,0.73,0.03,0.75,0.31,0.45,0.11,0.34
2.19,0.52,0.25,1.13,0.3,0.01,0.31,0.21,0.1,0.07,0.04
2.58,0.55,0.21,0.46,0.66,0.03,0.7,0.28,0.42,0.04,0.38
2,0.43,0.23,0.33,0.34,0.01,0.35,0.27,0.09,0.02,0.06
2.39,0.44,0.23,0.96,0.76,0.01,0.76,0.24,0.52,0.15,0.37
2.43,0.5,0.23,0.39,0.69,0.01,0.7,0.24,0.46,0.13,0.34
3.37,0.71,0.24,0.54,1,0.04,1.04,0.23,0.81,0.21,0.59
4.66,0.51,0.23,0.48,2.47,0,2.47,0.2,2.27,0.62,1.65
4.72,0.79,0.24,0.51,2.12,0,2.12,0.26,1.86,0.51,1.35
4.26,0.64,0.23,0.45,1.84,0.01,1.85,0.3,1.56,0.49,1.07
6.34,1.13,0.23,0.41,3.29,0.03,3.32,0.23,3.09,0.82,2.27
4.73,0.78,0.22,0.4,2.13,0,2.13,0.29,1.84,0.5,1.34
4.7,0.78,0.23,0.68,1.88,0.01,1.89,0.28,1.61,0.46,1.15
7.24,0.77,0.23,1.9,2.93,0,2.93,0.31,2.62,0.79,1.83
17.06,10.59,0.72,2.84,2.09,0.21,2.3,0.58,1.72,0,1.72
20.54,10.14,0.69,5.44,3.41,0.25,3.66,0.57,3.09,2.38,0.72
19.73,11.71,1.49,4.53,1.42,0.08,1.5,0.53,0.97,0,0.97
21.91,12.72,1.17,5.89,1.58,0.04,1.61,0.54,1.08,0,1.08
21.97,12.86,1.11,5.66,1.39,0.16,1.56,0.52,1.04,0,1.04
23.43,13.6,0.98,7.95,-0.03,0.33,0.29,0.41,-0.11,1.25,-1.36
21.99,13.76,0.85,4.65,2.23,0.18,2.41,0.54,1.87,0,1.87
23.86,14.8,0.83,5.51,2.04,0.17,2.21,0.6,1.61,0,1.61
22.55,14.46,0.83,4.23,2.37,0.33,2.7,0.41,2.28,0,2.28
20.81,14.36,0.86,5.15,-0.17,0.85,0.68,0.57,0.11,3.58,-4.69
22,14.58,0.84,4.83,1.34,0.54,1.88,0.63,1.25,0,1.25
24.51,15.2,0.93,6.91,0.31,1.98,2.29,0.5,1.79,0,1.79
23.79,15.96,0.97,5.76,0.81,1.2,2.01,0.48,1.53,0.53,1
24.29,17.3,1.04,5.18,0.25,0.55,0.8,0.43,0.36,1.49,-1.13
27,17.9,1.1,5.94,0.96,0.38,1.35,0.52,0.83,0.15,0.68
27.91,19.07,1.17,5.53,1.78,0.44,2.23,0.55,1.68,0.51,1.17
25.2,19.26,1.17,5.08,-0.54,1.32,0.77,0.6,0.18,0.06,0.12
28.11,20.11,1.12,6.83,-1.55,2.74,1.19,0.52,0.66,0.43,0.23
30.29,19.31,1.19,6.09,2.08,0.78,2.86,0.5,2.37,0.65,1.72
30.65,18.67,1.26,7.36,1.29,3.13,4.41,0.47,3.94,1.29,2.66
26.43,19.12,1.24,5.58,0.31,3.61,3.92,0.49,3.43,0.42,3.01
29.29,18.38,1.12,5.49,3.88,0.13,4.01,0.61,3.4,1.44,1.97
29.67,19.8,2.32,5.72,1.7,3.72,5.41,0.85,4.57,0.86,3.71
30.77,20.49,2.28,4.81,3.19,1.35,4.53,0.86,3.67,1.22,2.45
31,21.15,2.28,4.73,2.79,0.89,3.68,0.78,2.9,0.69,2.21
30.61,22.68,2.21,5.86,-0.13,0.79,0.66,0.69,-0.03,0.15,-0.18
25.07,17.26,2.35,3.79,1.66,0.39,2.06,0.56,1.5,0.37,1.13
28.19,18.86,2.14,4.81,2.39,2.95,5.34,0.45,4.89,1.07,3.82
30.61,22.04,1.85,4.9,1.82,2.24,4.06,0.55,3.51,0.97,2.53
49.71,34.77,2.21,9.05,1.94,2.48,4.42,0.38,4.04,1.07,2.97
51.59,39.38,2.17,11.7,-1.65,1.04,-0.61,0.22,-0.83,-0.22,-0.61
56.71,41.98,2.19,9.98,2.55,1.88,4.43,0.22,4.21,1.11,3.1
59.56,45.2,2.23,8.74,3.39,0.78,4.17,0.26,3.91,0.97,2.94
66.54,49.6,2.62,10.17,4.14,1.9,6.04,0.31,5.73,1.83,3.9
69.13,53.45,3.02,11.72,0.94,2.94,3.87,0.42,3.45,0.6,2.85
76.76,61.23,3.18,12.18,0.17,2.01,2.17,0.43,1.75,0.54,1.21
81.26,64.98,3.3,9.7,3.28,1.99,5.27,0.42,4.85,1.33,3.52
88.02,63.21,3.21,12.63,8.98,3.1,12.08,0.39,11.69,2.98,8.71
84.49,62.35,3.19,10.93,8.02,1.22,9.23,0.34,8.89,2.26,6.63
87.09,64.93,3.2,10.44,8.52,2.51,11.02,0.31,10.72,2.72,7.99
85.19,65.93,3.25,10.73,5.28,4.57,9.86,0.28,9.57,2.49,7.08
89.18,65.92,3.25,14.75,5.27,3.31,8.57,0.51,8.07,2.04,6.02
89.55,64.87,3.41,13.1,8.17,2.67,10.84,0.65,10.19,2.58,7.61
95.73,72.95,3.39,13.78,5.61,2.77,8.38,0.7,7.68,1.96,5.72
96.5,72.09,3.36,14.25,6.8,2.44,9.23,0.7,8.53,2.28,6.25
73.41,38.59,1.2,15.82,18.18,0.89,19.07,0.06,19.01,6.28,12.73
73.77,41.1,1.25,9.73,21.47,0.96,22.42,0.09,22.33,7.7,14.63
70.43,42.53,1.55,13,13.07,1.1,14.17,0.09,14.08,4.84,9.25
71.83,44.23,1.69,13.57,12.11,1.01,13.13,0.07,13.06,4.5,8.56
79.65,44.7,1.73,15.44,17.77,0.75,18.52,0.15,18.37,7.19,26.42
73.71,46.68,1.75,15.68,9.6,6.79,16.39,0.12,16.27,9.53,30.81
80.53,48.67,3.56,15.98,12.2,1.07,13.27,0.08,13.19,4.52,8.67
87.71,48.86,2.34,19.64,16.79,1.12,17.91,0.1,17.81,6.18,11.63
62.81,38.43,1.81,12.9,9.6,1.2,10.8,0.16,10.64,-2.49,21.49
65.34,38.63,1.74,11.07,13.89,1.36,15.25,0.07,15.18,5.46,9.72
65.87,40.02,1.65,11.42,12.03,1.42,13.45,0.07,13.39,4.69,8.69
67.84,42.17,1.82,11.22,13.14,1.44,14.57,0.15,14.42,5.13,9.29
70.45,45.49,1.72,11.48,11.75,2.08,13.83,0.08,13.76,4.88,13.51
68.06,46.1,1.75,11.38,8.83,1.41,10.24,0.3,9.94,3.95,5.98
65.7,47.11,1.84,14.94,1.81,2.95,4.76,0.12,4.64,1.75,2.89
65.43,46.38,1.88,9.59,7.58,1.63,9.2,0.15,9.06,2.78,6.28
67.63,46.02,1.91,11.92,7.79,4.33,12.12,0.07,12.05,3.32,8.73
69.19,50.71,1.81,12.62,4.06,1.94,5.99,0.07,5.93,1.2,4.73
74.85,52.48,1.81,18.65,1.9,1.89,3.79,0.07,3.73,-0.11,3.83
85.25,55.83,1.82,18.13,9.47,1.77,11.24,0.05,11.19,1.58,9.61
87.93,57.9,1.86,16.24,11.92,8.14,20.07,0.05,20.01,6.86,13.15
93.11,62.82,1.97,16.44,11.89,5.8,17.69,0.07,17.62,5.8,11.82
99.7,66.03,2.22,18.74,12.71,3.05,15.76,0.12,15.65,4.23,11.42
97.99,66.57,2.22,17.17,12.03,2.79,14.82,0.12,14.7,2.28,12.42
100.97,68.76,2.19,17.75,12.28,3.03,15.31,0.12,15.19,-0.65,15.84
105.95,73.56,3.25,21.3,7.84,1.68,9.52,0.85,8.67,1.13,7.55
103.8,73.97,3.43,9.65,16.75,2.1,18.86,0.96,17.89,3.05,14.84
108.01,71.43,3.48,12.19,20.9,5.99,26.9,0.95,25.94,3.86,22.08
120.96,78.24,3.31,14.08,25.34,5.06,30.4,0.94,29.46,3.84,25.63
121.54,86.48,3.39,14.48,17.19,4.84,22.03,0.93,21.1,2.03,19.07
133.53,92.93,3.38,16.67,20.54,6.41,26.95,0.9,26.06,5.99,20.07
168.43,114.93,4.21,21.68,27.61,12.64,40.25,1.07,39.17,5.94,33.23
176.85,127.52,4.5,20.56,24.27,3.25,27.52,0.89,26.63,5.08,21.55
201.95,133.72,4.54,31.97,31.71,2.42,34.13,0.89,33.24,5.7,27.54
217.27,143.42,4.81,33.61,35.43,0.94,36.37,1.01,35.36,5.73,29.63
207.3,144.76,5.98,26.13,30.42,2.7,33.13,2.59,30.54,-6.46,37
208.86,151.28,5.84,24.77,26.98,11.15,38.12,2.65,35.47,3.89,31.58
86.44,58.6,2.38,18.61,6.08,9.92,16,0,16,4.27,2.22
85.03,62.66,3.3,15.79,3.16,2.9,6.07,0,6.07,1.46,4.6
86.99,65.32,2.78,15.72,2.87,5.65,8.52,0,8.52,6.75,15.31
86.24,64.1,1.58,18.1,1.65,5.79,7.44,0,7.44,2.63,5.41
90.12,66.56,1.53,15.97,6.26,6.51,12.77,0,12.77,4.85,7.92
106.16,76.54,1.39,23,5.82,13.48,19.3,0,19.3,3.09,16.21
104.52,74.64,1.43,20.78,7.41,2.22,9.63,0,9.63,3.37,6.26
100.15,70.61,1.59,15.9,11.78,7.82,19.6,0,19.6,5.53,14.07
100.73,72.93,1.53,19.46,7.76,8.91,16.66,0,16.66,3.75,12.91
90.45,70.11,1.42,18.74,-1.37,9.36,7.99,0,7.99,-0.27,8.26
99.13,73.51,1.37,18.33,4.59,3.48,8.08,0,8.08,-2.45,30.77
99.24,72.71,1.39,18.23,6.91,12.62,19.53,0,19.53,2.71,16.82
108.97,76.28,1.48,16.06,15.16,10.86,26.02,0,26.02,6.06,19.96
104.8,72.15,1.35,16.29,15,9.91,24.91,0,24.91,0.95,23.96
101.65,65.4,1.37,16.48,18.4,7.47,25.87,0,25.87,3.86,22.01
101.12,66.61,1.43,18.75,14.33,10.11,24.44,0,24.44,3.88,20.56
103.49,70.01,1.62,17.54,14.32,10.91,25.23,0,25.23,4.22,21.01
110.6,71.9,2.22,16.57,19.91,10.93,30.84,0.14,30.7,9.69,21.01
99.67,60.13,2.62,15.18,21.74,12.29,34.03,0.2,33.83,10.06,23.77
96.96,63,2.62,13.3,18.03,-0.41,17.62,0.14,17.48,6.97,10.51
99.79,58.31,2.61,9.5,29.37,9.16,38.53,0.08,38.45,9.92,28.54
98.15,60.86,2.49,10.22,24.58,5,29.58,0.05,29.52,5.55,23.97
100.49,58.11,2.11,10.18,30.09,11.98,42.07,0.01,42.06,9.15,32.91
94.03,54.26,1.99,8.55,29.23,7.21,36.44,0.33,36.1,8.89,7.19
94.33,57.31,1.52,8.77,26.74,7.68,34.41,0.01,34.4,6.79,27.62
94.41,58.66,1.39,10.74,23.63,8.2,31.83,0.01,31.82,6.09,25.73
